SourceNode	SourceLayer	TargetNode	TargetLayer
SRP72	Proteins	SRP54	Proteins
SRP72	Proteins	SRP19	Proteins
TBK1	Proteins	TBKBP1	Proteins
TIMM10	Proteins	TIMM29	Proteins
TIMM10	Proteins	TIMM9	Proteins
TIMM10	Proteins	TIMM10B	Proteins
TIMM29	Proteins	TIMM9	Proteins
TIMM29	Proteins	TIMM10B	Proteins
TIMM9	Proteins	TIMM10B	Proteins
TLE1	Proteins	TLE3	Proteins
TLE1	Proteins	TLE5	Proteins
TLE3	Proteins	TLE5	Proteins
TOR1A	Proteins	FOXRED2	Proteins
TOR1A	Proteins	SDF2	Proteins
TUBGCP2	Proteins	TUBGCP3	Proteins
UBAP2L	Proteins	UBAP2	Proteins
UGGT2	Proteins	ERO1B	Proteins
UGGT2	Proteins	SIL1	Proteins
UGGT2	Proteins	HYOU1	Proteins
UGGT2	Proteins	NGLY1	Proteins
UGGT2	Proteins	TOR1A	Proteins
UGGT2	Proteins	FOXRED2	Proteins
UGGT2	Proteins	SDF2	Proteins
UPF1	Proteins	RBM28	Proteins
UPF1	Proteins	MOV10	Proteins
UPF1	Proteins	PABPC1	Proteins
VPS39	Proteins	VPS11	Proteins
WASHC4	Proteins	FKBP15	Proteins
YIF1A	Proteins	RTN4	Proteins
ZNF503	Proteins	DCAF7	Proteins
ZYG11B	Proteins	ELOC	Proteins
ZYG11B	Proteins	ELOB	Proteins
ZYG11B	Proteins	RBX1	Proteins
ZYG11B	Proteins	CUL2	Proteins
E	SARS-CoV-2	AP3B1	Proteins
E	SARS-CoV-2	BRD4	Proteins
E	SARS-CoV-2	BRD2	Proteins
E	SARS-CoV-2	CWC27	Proteins
E	SARS-CoV-2	ZC3H18	Proteins
E	SARS-CoV-2	SLC44A2	Proteins
M	SARS-CoV-2	PMPCB	Proteins
M	SARS-CoV-2	YIF1A	Proteins
M	SARS-CoV-2	ATP1B1	Proteins
M	SARS-CoV-2	ACADM	Proteins
M	SARS-CoV-2	ETFA	Proteins
M	SARS-CoV-2	STOM	Proteins
M	SARS-CoV-2	GGCX	Proteins
M	SARS-CoV-2	ATP6V1A	Proteins
M	SARS-CoV-2	PSMD8	Proteins
M	SARS-CoV-2	REEP5	Proteins
M	SARS-CoV-2	PMPCA	Proteins
M	SARS-CoV-2	ANO6	Proteins
M	SARS-CoV-2	PITRM1	Proteins
M	SARS-CoV-2	SLC30A9	Proteins
M	SARS-CoV-2	FASTKD5	Proteins
M	SARS-CoV-2	SLC30A7	Proteins
M	SARS-CoV-2	TUBGCP3	Proteins
M	SARS-CoV-2	COQ8B	Proteins
M	SARS-CoV-2	SAAL1	Proteins
M	SARS-CoV-2	REEP6	Proteins
M	SARS-CoV-2	INTS4	Proteins
M	SARS-CoV-2	SLC25A21	Proteins
M	SARS-CoV-2	TUBGCP2	Proteins
M	SARS-CoV-2	TARS2	Proteins
M	SARS-CoV-2	RTN4	Proteins
M	SARS-CoV-2	FAM8A1	Proteins
M	SARS-CoV-2	AASS	Proteins
M	SARS-CoV-2	AKAP8L	Proteins
M	SARS-CoV-2	AAR2	Proteins
M	SARS-CoV-2	BZW2	Proteins
N	SARS-CoV-2	RRP9	Proteins
N	SARS-CoV-2	PABPC1	Proteins
N	SARS-CoV-2	CSNK2A2	Proteins
N	SARS-CoV-2	CSNK2B	Proteins
N	SARS-CoV-2	G3BP1	Proteins
N	SARS-CoV-2	PABPC4	Proteins
N	SARS-CoV-2	LARP1	Proteins
N	SARS-CoV-2	FAM98A	Proteins
N	SARS-CoV-2	SNIP1	Proteins
N	SARS-CoV-2	UPF1	Proteins
N	SARS-CoV-2	MOV10	Proteins
N	SARS-CoV-2	G3BP2	Proteins
N	SARS-CoV-2	DDX21	Proteins
N	SARS-CoV-2	RBM28	Proteins
N	SARS-CoV-2	RPL36	Proteins
Spike	SARS-CoV-2	GOLGA7	Proteins
Spike	SARS-CoV-2	ZDHHC5	Proteins
Nsp1	SARS-CoV-2	POLA1	Proteins
Nsp1	SARS-CoV-2	PRIM1	Proteins
Nsp1	SARS-CoV-2	PRIM2	Proteins
Nsp1	SARS-CoV-2	POLA2	Proteins
Nsp1	SARS-CoV-2	COLGALT1	Proteins
Nsp1	SARS-CoV-2	PKP2	Proteins
Nsp10	SARS-CoV-2	AP2A2	Proteins
Nsp10	SARS-CoV-2	GFER	Proteins
Nsp10	SARS-CoV-2	ERGIC1	Proteins
Nsp10	SARS-CoV-2	AP2M1	Proteins
Nsp10	SARS-CoV-2	GRPEL1	Proteins
Nsp11	SARS-CoV-2	TBCA	Proteins
Nsp12	SARS-CoV-2	SBNO1	Proteins
Nsp12	SARS-CoV-2	BCKDK	Proteins
Nsp12	SARS-CoV-2	AKAP8	Proteins
Nsp12	SARS-CoV-2	MYCBP2	Proteins
Nsp12	SARS-CoV-2	SLU7	Proteins
Nsp12	SARS-CoV-2	RIPK1	Proteins
Nsp12	SARS-CoV-2	UBAP2L	Proteins
Nsp12	SARS-CoV-2	TYSND1	Proteins
Nsp12	SARS-CoV-2	PDZD11	Proteins
Nsp12	SARS-CoV-2	PRRC2B	Proteins
Nsp12	SARS-CoV-2	UBAP2	Proteins
Nsp12	SARS-CoV-2	ZNF318	Proteins
Nsp12	SARS-CoV-2	CRTC3	Proteins
Nsp12	SARS-CoV-2	USP54	Proteins
Nsp12	SARS-CoV-2	ZC3H7A	Proteins
Nsp12	SARS-CoV-2	LARP4B	Proteins
Nsp12	SARS-CoV-2	RBM41	Proteins
Nsp12	SARS-CoV-2	TCF12	Proteins
Nsp12	SARS-CoV-2	PPIL3	Proteins
Nsp12	SARS-CoV-2	PLEKHA5	Proteins
Nsp13	SARS-CoV-2	TBKBP1	Proteins
Nsp13	SARS-CoV-2	CIT	Proteins
Nsp13	SARS-CoV-2	HSBP1	Proteins
Nsp13	SARS-CoV-2	PCNT	Proteins
Nsp13	SARS-CoV-2	CEP43	Proteins
Nsp13	SARS-CoV-2	PRKAR2A	Proteins
Nsp13	SARS-CoV-2	PRKACA	Proteins
Nsp13	SARS-CoV-2	PRKAR2B	Proteins
Nsp13	SARS-CoV-2	RDX	Proteins
Nsp13	SARS-CoV-2	CENPF	Proteins
Nsp13	SARS-CoV-2	TLE1	Proteins
Nsp13	SARS-CoV-2	TLE3	Proteins
Nsp13	SARS-CoV-2	TLE5	Proteins
Nsp13	SARS-CoV-2	GOLGA3	Proteins
Nsp13	SARS-CoV-2	GOLGA2	Proteins
Nsp13	SARS-CoV-2	GOLGB1	Proteins
Nsp13	SARS-CoV-2	GRIPAP1	Proteins
Nsp13	SARS-CoV-2	CEP350	Proteins
Nsp13	SARS-CoV-2	PDE4DIP	Proteins
Nsp13	SARS-CoV-2	CEP135	Proteins
Nsp13	SARS-CoV-2	CEP68	Proteins
Nsp13	SARS-CoV-2	CNTRL	Proteins
Nsp13	SARS-CoV-2	ERC1	Proteins
Nsp13	SARS-CoV-2	GCC2	Proteins
Nsp13	SARS-CoV-2	CLIP4	Proteins
Nsp13	SARS-CoV-2	NIN	Proteins
Nsp13	SARS-CoV-2	CEP112	Proteins
Nsp13	SARS-CoV-2	MIPOL1	Proteins
Nsp13	SARS-CoV-2	USP13	Proteins
Nsp13	SARS-CoV-2	GCC1	Proteins
Nsp13	SARS-CoV-2	JAKMIP1	Proteins
Nsp13	SARS-CoV-2	CDK5RAP2	Proteins
Nsp13	SARS-CoV-2	AKAP9	Proteins
Nsp13	SARS-CoV-2	GORASP1	Proteins
Nsp13	SARS-CoV-2	FYCO1	Proteins
Nsp13	SARS-CoV-2	C1orf50	Proteins
Nsp13	SARS-CoV-2	CEP250	Proteins
Nsp13	SARS-CoV-2	TBK1	Proteins
Nsp13	SARS-CoV-2	HOOK1	Proteins
Nsp13	SARS-CoV-2	NINL	Proteins
Nsp14	SARS-CoV-2	GLA	Proteins
Nsp14	SARS-CoV-2	IMPDH2	Proteins
Nsp14	SARS-CoV-2	SIRT5	Proteins
Nsp15	SARS-CoV-2	NUTF2	Proteins
Nsp15	SARS-CoV-2	ARF6	Proteins
Nsp15	SARS-CoV-2	RNF41	Proteins
Nsp2	SARS-CoV-2	SLC27A2	Proteins
Nsp2	SARS-CoV-2	EIF4E2	Proteins
Nsp2	SARS-CoV-2	POR	Proteins
Nsp2	SARS-CoV-2	RAP1GDS1	Proteins
Nsp2	SARS-CoV-2	WASHC4	Proteins
Nsp2	SARS-CoV-2	FKBP15	Proteins
Nsp2	SARS-CoV-2	GIGYF2	Proteins
Nsp4	SARS-CoV-2	IDE	Proteins
Nsp4	SARS-CoV-2	TIMM10	Proteins
Nsp4	SARS-CoV-2	ALG11	Proteins
Nsp4	SARS-CoV-2	NUP210	Proteins
Nsp4	SARS-CoV-2	TIMM29	Proteins
Nsp4	SARS-CoV-2	DNAJC11	Proteins
Nsp4	SARS-CoV-2	TIMM10B	Proteins
Nsp4	SARS-CoV-2	TIMM9	Proteins
Nsp5	SARS-CoV-2	HDAC2	Proteins
Nsp5	SARS-CoV-2	GPX1	Proteins
Nsp5	SARS-CoV-2	TRMT1	Proteins
Nsp6	SARS-CoV-2	ATP5MG	Proteins
Nsp6	SARS-CoV-2	ATP6AP1	Proteins
Nsp6	SARS-CoV-2	SIGMAR1	Proteins
Nsp6	SARS-CoV-2	ATP13A3	Proteins
Nsp7	SARS-CoV-2	AGPS	Proteins
Nsp7	SARS-CoV-2	CYB5B	Proteins
Nsp7	SARS-CoV-2	ACSL3	Proteins
Nsp7	SARS-CoV-2	CYB5R3	Proteins
Nsp7	SARS-CoV-2	RALA	Proteins
Nsp7	SARS-CoV-2	COMT	Proteins
Nsp7	SARS-CoV-2	RAB5C	Proteins
Nsp7	SARS-CoV-2	RAB7A	Proteins
Nsp7	SARS-CoV-2	RAB8A	Proteins
Nsp7	SARS-CoV-2	RAB2A	Proteins
Nsp7	SARS-CoV-2	RAB10	Proteins
Nsp7	SARS-CoV-2	RAB14	Proteins
Nsp7	SARS-CoV-2	RHOA	Proteins
Nsp7	SARS-CoV-2	RAB1A	Proteins
Nsp7	SARS-CoV-2	GNB1	Proteins
Nsp7	SARS-CoV-2	GNG5	Proteins
Nsp7	SARS-CoV-2	LMAN2	Proteins
Nsp7	SARS-CoV-2	MOGS	Proteins
Nsp7	SARS-CoV-2	TOR1AIP1	Proteins
Nsp7	SARS-CoV-2	MTARC1	Proteins
Nsp7	SARS-CoV-2	QSOX2	Proteins
Nsp7	SARS-CoV-2	HS2ST1	Proteins
Nsp7	SARS-CoV-2	NDUFAF2	Proteins
Nsp7	SARS-CoV-2	SCCPDH	Proteins
Nsp7	SARS-CoV-2	SCARB1	Proteins
Nsp7	SARS-CoV-2	NAT14	Proteins
Nsp7	SARS-CoV-2	DCAKD	Proteins
Nsp7	SARS-CoV-2	FAM162A	Proteins
Nsp7	SARS-CoV-2	DNAJC19	Proteins
Nsp7	SARS-CoV-2	SELENOS	Proteins
Nsp7	SARS-CoV-2	PTGES2	Proteins
Nsp7	SARS-CoV-2	RAB18	Proteins
Nsp8	SARS-CoV-2	MPHOSPH10	Proteins
Nsp8	SARS-CoV-2	SRP72	Proteins
Nsp8	SARS-CoV-2	ATE1	Proteins
Nsp8	SARS-CoV-2	NSD2	Proteins
Nsp8	SARS-CoV-2	SRP19	Proteins
Nsp8	SARS-CoV-2	SRP54	Proteins
Nsp8	SARS-CoV-2	MRPS25	Proteins
Nsp8	SARS-CoV-2	DDX10	Proteins
Nsp8	SARS-CoV-2	LARP7	Proteins
Nsp8	SARS-CoV-2	MEPCE	Proteins
Nsp8	SARS-CoV-2	NGDN	Proteins
Nsp8	SARS-CoV-2	EXOSC8	Proteins
Nsp8	SARS-CoV-2	NARS2	Proteins
Nsp8	SARS-CoV-2	NOL10	Proteins
Nsp8	SARS-CoV-2	CCDC86	Proteins
Nsp8	SARS-CoV-2	SEPSECS	Proteins
Nsp8	SARS-CoV-2	EXOSC5	Proteins
Nsp8	SARS-CoV-2	EXOSC3	Proteins
Nsp8	SARS-CoV-2	AATF	Proteins
Nsp8	SARS-CoV-2	HECTD1	Proteins
Nsp8	SARS-CoV-2	MRPS2	Proteins
Nsp8	SARS-CoV-2	MRPS5	Proteins
Nsp8	SARS-CoV-2	EXOSC2	Proteins
Nsp8	SARS-CoV-2	MRPS27	Proteins
Nsp9	SARS-CoV-2	GTF2F2	Proteins
Nsp9	SARS-CoV-2	FBN1	Proteins
Nsp9	SARS-CoV-2	FBN2	Proteins
Nsp9	SARS-CoV-2	NUP214	Proteins
Nsp9	SARS-CoV-2	NUP62	Proteins
Nsp9	SARS-CoV-2	DCAF7	Proteins
Nsp9	SARS-CoV-2	EIF4H	Proteins
Nsp9	SARS-CoV-2	NUP54	Proteins
Nsp9	SARS-CoV-2	MIB1	Proteins
Nsp9	SARS-CoV-2	SPART	Proteins
Nsp9	SARS-CoV-2	NEK9	Proteins
Nsp9	SARS-CoV-2	ZNF503	Proteins
Nsp9	SARS-CoV-2	NUP88	Proteins
Nsp9	SARS-CoV-2	NUP58	Proteins
Nsp9	SARS-CoV-2	MAT2B	Proteins
Nsp9	SARS-CoV-2	FBLN5	Proteins
Orf10	SARS-CoV-2	PPT1	Proteins
Orf10	SARS-CoV-2	CUL2	Proteins
Orf10	SARS-CoV-2	MAP7D1	Proteins
Orf10	SARS-CoV-2	THTPA	Proteins
Orf10	SARS-CoV-2	ZYG11B	Proteins
Orf10	SARS-CoV-2	TIMM8B	Proteins
Orf10	SARS-CoV-2	RBX1	Proteins
Orf10	SARS-CoV-2	ELOC	Proteins
Orf10	SARS-CoV-2	ELOB	Proteins
Orf3a	SARS-CoV-2	HMOX1	Proteins
Orf3a	SARS-CoV-2	TRIM59	Proteins
Orf3a	SARS-CoV-2	ARL6IP6	Proteins
Orf3a	SARS-CoV-2	VPS39	Proteins
Orf3a	SARS-CoV-2	CLCC1	Proteins
Orf3a	SARS-CoV-2	VPS11	Proteins
Orf3a	SARS-CoV-2	SUN2	Proteins
Orf3a	SARS-CoV-2	ALG5	Proteins
Orf3b	SARS-CoV-2	STOML2	Proteins
Orf6	SARS-CoV-2	NUP98	Proteins
Orf6	SARS-CoV-2	RAE1	Proteins
Orf6	SARS-CoV-2	MTCH1	Proteins
Orf7a	SARS-CoV-2	HEATR3	Proteins
Orf7a	SARS-CoV-2	MDN1	Proteins
Orf8	SARS-CoV-2	PLOD2	Proteins
Orf8	SARS-CoV-2	TOR1A	Proteins
Orf8	SARS-CoV-2	STC2	Proteins
Orf8	SARS-CoV-2	PLAT	Proteins
Orf8	SARS-CoV-2	ITGB1	Proteins
Orf8	SARS-CoV-2	CISD3	Proteins
Orf8	SARS-CoV-2	COL6A1	Proteins
Orf8	SARS-CoV-2	PVR	Proteins
Orf8	SARS-CoV-2	DNMT1	Proteins
Orf8	SARS-CoV-2	LOX	Proteins
Orf8	SARS-CoV-2	PCSK6	Proteins
Orf8	SARS-CoV-2	INHBE	Proteins
Orf8	SARS-CoV-2	NPC2	Proteins
Orf8	SARS-CoV-2	MFGE8	Proteins
Orf8	SARS-CoV-2	OS9	Proteins
Orf8	SARS-CoV-2	NPTX1	Proteins
Orf8	SARS-CoV-2	POGLUT2	Proteins
Orf8	SARS-CoV-2	POGLUT3	Proteins
Orf8	SARS-CoV-2	ERO1B	Proteins
Orf8	SARS-CoV-2	PLD3	Proteins
Orf8	SARS-CoV-2	FOXRED2	Proteins
Orf8	SARS-CoV-2	CHPF	Proteins
Orf8	SARS-CoV-2	PUSL1	Proteins
Orf8	SARS-CoV-2	EMC1	Proteins
Orf8	SARS-CoV-2	GGH	Proteins
Orf8	SARS-CoV-2	ERLEC1	Proteins
Orf8	SARS-CoV-2	IL17RA	Proteins
Orf8	SARS-CoV-2	NGLY1	Proteins
Orf8	SARS-CoV-2	HS6ST2	Proteins
Orf8	SARS-CoV-2	SDF2	Proteins
Orf8	SARS-CoV-2	NEU1	Proteins
Orf8	SARS-CoV-2	GDF15	Proteins
Orf8	SARS-CoV-2	TM2D3	Proteins
Orf8	SARS-CoV-2	ERP44	Proteins
Orf8	SARS-CoV-2	EDEM3	Proteins
Orf8	SARS-CoV-2	SIL1	Proteins
Orf8	SARS-CoV-2	POFUT1	Proteins
Orf8	SARS-CoV-2	SMOC1	Proteins
Orf8	SARS-CoV-2	PLEKHF2	Proteins
Orf8	SARS-CoV-2	FBXL12	Proteins
Orf8	SARS-CoV-2	UGGT2	Proteins
Orf8	SARS-CoV-2	CHPF2	Proteins
Orf8	SARS-CoV-2	ADAMTS1	Proteins
Orf8	SARS-CoV-2	HYOU1	Proteins
Orf8	SARS-CoV-2	FKBP7	Proteins
Orf8	SARS-CoV-2	ADAM9	Proteins
Orf8	SARS-CoV-2	FKBP10	Proteins
Orf9b	SARS-CoV-2	SLC9A3R1	Proteins
Orf9b	SARS-CoV-2	CHMP2A	Proteins
Orf9b	SARS-CoV-2	CSDE1	Proteins
Orf9b	SARS-CoV-2	TOMM70	Proteins
Orf9b	SARS-CoV-2	MARK3	Proteins
Orf9b	SARS-CoV-2	MARK2	Proteins
Orf9b	SARS-CoV-2	DPH5	Proteins
Orf9b	SARS-CoV-2	DCTPP1	Proteins
Orf9b	SARS-CoV-2	MARK1	Proteins
Orf9b	SARS-CoV-2	PTBP2	Proteins
Orf9b	SARS-CoV-2	BAG5	Proteins
Orf9c	SARS-CoV-2	UBXN8	Proteins
Orf9c	SARS-CoV-2	GPAA1	Proteins
Orf9c	SARS-CoV-2	WFS1	Proteins
Orf9c	SARS-CoV-2	ABCC1	Proteins
Orf9c	SARS-CoV-2	F2RL1	Proteins
Orf9c	SARS-CoV-2	SCAP	Proteins
Orf9c	SARS-CoV-2	DPY19L1	Proteins
Orf9c	SARS-CoV-2	SIGMAR2	Proteins
Orf9c	SARS-CoV-2	SLC30A6	Proteins
Orf9c	SARS-CoV-2	TAPT1	Proteins
Orf9c	SARS-CoV-2	ERMP1	Proteins
Orf9c	SARS-CoV-2	NLRX1	Proteins
Orf9c	SARS-CoV-2	RETREG3	Proteins
Orf9c	SARS-CoV-2	PIGO	Proteins
Orf9c	SARS-CoV-2	FAR2	Proteins
Orf9c	SARS-CoV-2	ECSIT	Proteins
Orf9c	SARS-CoV-2	ALG8	Proteins
Orf9c	SARS-CoV-2	TMEM39B	Proteins
Orf9c	SARS-CoV-2	GHITM	Proteins
Orf9c	SARS-CoV-2	ACAD9	Proteins
Orf9c	SARS-CoV-2	NDFIP2	Proteins
Orf9c	SARS-CoV-2	BCS1L	Proteins
Orf9c	SARS-CoV-2	NDUFAF1	Proteins
Orf9c	SARS-CoV-2	TMED5	Proteins
Orf9c	SARS-CoV-2	NDUFB9	Proteins
Orf9c	SARS-CoV-2	PIGS	Proteins
ABBV-744	Drugs	E	SARS-CoV-2
CPI-0610	Drugs	E	SARS-CoV-2
dBET6	Drugs	E	SARS-CoV-2
MZ1	Drugs	E	SARS-CoV-2
RVX-208	Drugs	E	SARS-CoV-2
JQ1	Drugs	E	SARS-CoV-2
UCPH-101	Drugs	M	SARS-CoV-2
Sapanisertib (INK128/MlN128)	Drugs	N	SARS-CoV-2
Silmitasertib	Drugs	N	SARS-CoV-2
TMCB	Drugs	N	SARS-CoV-2
Rapamycin (Sirolimus)	Drugs	N	SARS-CoV-2
Rapamycin (Sirolimus)	Drugs	Nsp2	SARS-CoV-2
Rapamycin (Sirolimus)	Drugs	Orf8	SARS-CoV-2
Ponatinib	Drugs	Nsp12	SARS-CoV-2
WDB002	Drugs	Nsp13	SARS-CoV-2
H-89	Drugs	Nsp13	SARS-CoV-2
Sanglifehrin A	Drugs	Nsp14	SARS-CoV-2
Migalastat	Drugs	Nsp14	SARS-CoV-2
Mycophenolic acid	Drugs	Nsp14	SARS-CoV-2
Ribavirin	Drugs	Nsp14	SARS-CoV-2
Merimepodib	Drugs	Nsp14	SARS-CoV-2
Zotatifin (eFT226)	Drugs	Nsp2	SARS-CoV-2
Verdinexor	Drugs	Nsp4	SARS-CoV-2
Verdinexor	Drugs	Nsp9	SARS-CoV-2
Verdinexor	Drugs	Orf6	SARS-CoV-2
Valproic Acid	Drugs	Nsp5	SARS-CoV-2
Apicidin	Drugs	Nsp5	SARS-CoV-2
Chloroquine	Drugs	Nsp6	SARS-CoV-2
Loratadine	Drugs	Nsp6	SARS-CoV-2
E-52862	Drugs	Nsp6	SARS-CoV-2
Bafilomycin A1	Drugs	Nsp6	SARS-CoV-2
PD-144418	Drugs	Nsp6	SARS-CoV-2
RS-PPCC	Drugs	Nsp6	SARS-CoV-2
Haloperidol	Drugs	Nsp6	SARS-CoV-2
Haloperidol	Drugs	Orf9c	SARS-CoV-2
PB28	Drugs	Nsp6	SARS-CoV-2
PB29	Drugs	Orf9c	SARS-CoV-2
Indomethacin	Drugs	Nsp7	SARS-CoV-2
Entacapone	Drugs	Nsp7	SARS-CoV-2
Metformin	Drugs	Nsp7	SARS-CoV-2
Metformin	Drugs	Orf9c	SARS-CoV-2
Dabrafenib	Drugs	Nsp9	SARS-CoV-2
CB5083	Drugs	Orf10	SARS-CoV-2
Pevonedistat	Drugs	Orf10	SARS-CoV-2
DBeQ	Drugs	Orf10	SARS-CoV-2
ML240	Drugs	Orf10	SARS-CoV-2
Minoxidil	Drugs	Orf8	SARS-CoV-2
FK-506 (Tacrolimus)	Drugs	Orf8	SARS-CoV-2
XL413	Drugs	Orf8	SARS-CoV-2
CCT 365623	Drugs	Orf8	SARS-CoV-2
Midostaurin	Drugs	Orf9b	SARS-CoV-2
Ruxolitinib	Drugs	Orf9b	SARS-CoV-2
ZINC1775962367	Drugs	Orf9b	SARS-CoV-2
ZINC4326719	Drugs	Orf9b	SARS-CoV-2
ZINC4511851	Drugs	Orf9b	SARS-CoV-2
ZINC95559591	Drugs	Orf9b	SARS-CoV-2
ZINC95559592	Drugs	Nsp13	SARS-CoV-2
Daunorubicin	Drugs	Orf9c	SARS-CoV-2
S-verapamil	Drugs	Orf9c	SARS-CoV-2
AC-55541	Drugs	Orf9c	SARS-CoV-2
AZ3451	Drugs	Orf9c	SARS-CoV-2
AZ8838	Drugs	Orf9c	SARS-CoV-2
GB110	Drugs	Orf9c	SARS-CoV-2
ABBV-744	Drugs	BRD2	Proteins
ABBV-744	Drugs	BRD4	Proteins
CPI-0610	Drugs	BRD2	Proteins
CPI-0610	Drugs	BRD4	Proteins
dBET6	Drugs	BRD2	Proteins
dBET6	Drugs	BRD4	Proteins
MZ1	Drugs	BRD2	Proteins
MZ1	Drugs	BRD4	Proteins
RVX-208	Drugs	BRD2	Proteins
RVX-208	Drugs	BRD4	Proteins
JQ1	Drugs	BRD2	Proteins
JQ1	Drugs	BRD4	Proteins
UCPH-101	Drugs	SLC1A3	Proteins
Sapanisertib (INK128/MlN128)	Drugs	LARP1	Proteins
Silmitasertib	Drugs	CSNK2A2	Proteins
Silmitasertib	Drugs	CSNK2B	Proteins
TMCB	Drugs	CSNK2A2	Proteins
Rapamycin (Sirolimus)	Drugs	LARP1	Proteins
Rapamycin (Sirolimus)	Drugs	FKBP15	Proteins
Rapamycin (Sirolimus)	Drugs	FKBP7	Proteins
Rapamycin (Sirolimus)	Drugs	FKBP10	Proteins
Ponatinib	Drugs	RIPK1	Proteins
WDB002	Drugs	CEP250	Proteins
H-89	Drugs	PRKACA	Proteins
Sanglifehrin A	Drugs	IMPDH2	Proteins
Migalastat	Drugs	GLA	Proteins
Mycophenolic acid	Drugs	IMPDH2	Proteins
Ribavirin	Drugs	IMPDH2	Proteins
Merimepodib	Drugs	IMPDH2	Proteins
Zotatifin (eFT226)	Drugs	EIF4E2	Proteins
Zotatifin (eFT226)	Drugs	EIF4H	Proteins
Verdinexor	Drugs	NUP63	Proteins
Verdinexor	Drugs	NUP214	Proteins
Verdinexor	Drugs	NUP58	Proteins
Verdinexor	Drugs	NUP88	Proteins
Verdinexor	Drugs	NUP54	Proteins
Verdinexor	Drugs	NUP210	Proteins
Verdinexor	Drugs	NUP98	Proteins
Verdinexor	Drugs	RAE1	Proteins
Valproic Acid	Drugs	HDAC2	Proteins
Apicidin	Drugs	HDAC2	Proteins
Chloroquine	Drugs	SIGMAR1	Proteins
Loratadine	Drugs	SLC6A15	Proteins
E-52862	Drugs	SIGMAR1	Proteins
Bafilomycin A1	Drugs	ATP6AP1	Proteins
PD-144418	Drugs	SIGMAR1	Proteins
RS-PPCC	Drugs	SIGMAR1	Proteins
Haloperidol	Drugs	SIGMAR1	Proteins
Haloperidol	Drugs	TMEM97	Proteins
PB28	Drugs	SIGMAR1	Proteins
PB28	Drugs	TMEM97	Proteins
Indomethacin	Drugs	PTGES2	Proteins
Entacapone	Drugs	COMT	Proteins
Metformin	Drugs	NDUFAF2	Proteins
Metformin	Drugs	NDUFAF1	Proteins
Metformin	Drugs	NDUFB9	Proteins
Dabrafenib	Drugs	NEK9	Proteins
CB5083	Drugs	VCP	Proteins
Pevonedistat	Drugs	CUL2	Proteins
DBeQ	Drugs	VCP	Proteins
ML240	Drugs	VCP	Proteins
Minoxidil	Drugs	PLOD1	Proteins
Minoxidil	Drugs	PLOD2	Proteins
FK-506 (Tacrolimus)	Drugs	FKBP7	Proteins
FK-506 (Tacrolimus)	Drugs	FKBP10	Proteins
XL413	Drugs	DNMT1	Proteins
CCT 365623	Drugs	LOX	Proteins
Midostaurin	Drugs	MARK2	Proteins
Midostaurin	Drugs	MARK3	Proteins
Ruxolitinib	Drugs	MARK2	Proteins
Ruxolitinib	Drugs	MARK3	Proteins
ZINC1775962367	Drugs	DCTPP1	Proteins
ZINC4326719	Drugs	DCTPP1	Proteins
ZINC4511851	Drugs	DCTPP1	Proteins
ZINC95559591	Drugs	MARK3	Proteins
ZINC95559591	Drugs	TBK1	Proteins
Daunorubicin	Drugs	ABCC1	Proteins
S-verapamil	Drugs	ABCC1	Proteins
AC-55541	Drugs	F2RL1	Proteins
AZ3451	Drugs	F2RL1	Proteins
AZ8838	Drugs	F2RL1	Proteins
GB110	Drugs	F2RL1	Proteins
